PING RECV: 1,689,862,731,157
PING RECV: 1,689,862,752,386
PING RECV: 1,689,862,763,721
PING RECV: 7/20/2023, 7:13:16 PM
7/20/2023, 7:13:21 PM
7/20/2023, 7:15:21 PM
PING RECV: 7/20/2023, 7:17:12 PM
7/20/2023, 7:17:21 PM
PING RECV: 7/20/2023, 7:18:16 PM
7/20/2023, 7:19:21 PM
7/20/2023, 7:21:21 PM
PING RECV: 7/20/2023, 7:22:12 PM
PING RECV: 7/20/2023, 7:23:16 PM
7/20/2023, 7:23:21 PM
7/20/2023, 7:25:21 PM
PING RECV: 7/20/2023, 7:27:12 PM
7/20/2023, 7:27:21 PM
PING RECV: 7/20/2023, 7:28:16 PM
7/20/2023, 7:29:21 PM
7/20/2023, 7:31:21 PM
PING RECV: 7/20/2023, 7:32:12 PM
PING RECV: 7/20/2023, 7:33:16 PM
7/20/2023, 7:33:21 PM
7/20/2023, 7:35:21 PM
PING RECV: 7/20/2023, 7:37:12 PM
7/20/2023, 7:37:21 PM
PING RECV: 7/20/2023, 7:38:16 PM
7/20/2023, 7:39:21 PM
7/20/2023, 7:41:21 PM
PING RECV: 7/20/2023, 7:42:12 PM
PING RECV: 7/20/2023, 7:43:16 PM
7/20/2023, 7:43:21 PM
7/20/2023, 7:45:21 PM
PING RECV: 7/20/2023, 7:47:12 PM
7/20/2023, 7:47:21 PM
PING RECV: 7/20/2023, 7:48:16 PM
7/20/2023, 7:49:21 PM
7/20/2023, 7:51:21 PM
PING RECV: 7/20/2023, 7:52:12 PM
PING RECV: 7/20/2023, 7:53:16 PM
7/20/2023, 7:53:21 PM
7/20/2023, 7:55:21 PM
PING RECV: 7/20/2023, 7:57:12 PM
7/20/2023, 7:57:21 PM
PING RECV: 7/20/2023, 7:58:16 PM
7/20/2023, 7:59:21 PM
7/20/2023, 8:01:21 PM
PING RECV: 7/20/2023, 8:02:12 PM
PING RECV: 7/20/2023, 8:03:16 PM
7/20/2023, 8:03:21 PM
7/20/2023, 8:05:21 PM
PING RECV: 7/20/2023, 8:07:12 PM
7/20/2023, 8:07:21 PM
PING RECV: 7/20/2023, 8:08:16 PM
7/20/2023, 8:09:21 PM
7/20/2023, 8:11:21 PM
PING RECV: 7/20/2023, 8:12:12 PM
PING RECV: 7/20/2023, 8:13:16 PM
7/20/2023, 8:13:21 PM
7/20/2023, 8:15:21 PM
PING RECV: 7/20/2023, 8:17:12 PM
7/20/2023, 8:17:21 PM
PING RECV: 7/20/2023, 8:18:16 PM
7/20/2023, 8:19:21 PM
7/20/2023, 8:21:21 PM
PING RECV: 7/20/2023, 8:22:12 PM
PING RECV: 7/20/2023, 8:23:16 PM
7/20/2023, 8:23:21 PM
7/20/2023, 8:25:21 PM
PING RECV: 7/20/2023, 8:27:12 PM
7/20/2023, 8:27:21 PM
PING RECV: 7/20/2023, 8:28:16 PM
7/20/2023, 8:29:21 PM
7/20/2023, 8:31:21 PM
PING RECV: 7/20/2023, 8:32:12 PM
PING RECV: 7/20/2023, 8:33:16 PM
7/20/2023, 8:33:21 PM
7/20/2023, 8:35:21 PM
PING RECV: 7/20/2023, 8:37:12 PM
7/20/2023, 8:37:21 PM
PING RECV: 7/20/2023, 8:38:16 PM
7/20/2023, 8:39:21 PM
7/20/2023, 8:41:21 PM
PING RECV: 7/20/2023, 8:42:12 PM
PING RECV: 7/20/2023, 8:43:16 PM
7/20/2023, 8:43:21 PM
7/20/2023, 8:45:21 PM
PING RECV: 7/20/2023, 8:47:12 PM
7/20/2023, 8:47:21 PM
PING RECV: 7/20/2023, 8:48:16 PM
7/20/2023, 8:49:21 PM
7/20/2023, 8:51:21 PM
PING RECV: 7/20/2023, 8:52:12 PM
PING RECV: 7/20/2023, 8:53:16 PM
7/20/2023, 8:53:21 PM
7/20/2023, 8:55:21 PM
PING RECV: 7/20/2023, 8:57:12 PM
7/20/2023, 8:57:21 PM
PING RECV: 7/20/2023, 8:58:16 PM
7/20/2023, 8:59:21 PM
7/20/2023, 9:01:22 PM
PING RECV: 7/20/2023, 9:02:12 PM
PING RECV: 7/20/2023, 9:03:16 PM
7/20/2023, 9:03:22 PM
7/20/2023, 9:05:22 PM
PING RECV: 7/20/2023, 9:07:12 PM
7/20/2023, 9:07:22 PM
PING RECV: 7/20/2023, 9:08:16 PM
7/20/2023, 9:09:22 PM
7/20/2023, 9:11:22 PM
PING RECV: 7/20/2023, 9:12:12 PM
PING RECV: 7/20/2023, 9:13:16 PM
7/20/2023, 9:13:22 PM
7/20/2023, 9:15:22 PM
PING RECV: 7/20/2023, 9:17:13 PM
7/20/2023, 9:17:22 PM
PING RECV: 7/20/2023, 9:18:16 PM
7/20/2023, 9:19:22 PM
7/20/2023, 9:21:22 PM
PING RECV: 7/20/2023, 9:22:12 PM
PING RECV: 7/20/2023, 9:23:16 PM
7/20/2023, 9:23:22 PM
7/20/2023, 9:25:22 PM
PING RECV: 7/20/2023, 9:27:12 PM
7/20/2023, 9:27:22 PM
PING RECV: 7/20/2023, 9:28:16 PM
7/20/2023, 9:29:22 PM
7/20/2023, 9:31:22 PM
PING RECV: 7/20/2023, 9:32:12 PM
PING RECV: 7/20/2023, 9:33:16 PM
7/20/2023, 9:33:22 PM
7/20/2023, 9:35:22 PM
PING RECV: 7/20/2023, 9:37:12 PM
7/20/2023, 9:37:22 PM
PING RECV: 7/20/2023, 9:38:16 PM
7/20/2023, 9:39:22 PM
7/20/2023, 9:41:22 PM
PING RECV: 7/20/2023, 9:42:12 PM
PING RECV: 7/20/2023, 9:43:16 PM
7/20/2023, 9:43:22 PM
7/20/2023, 9:45:22 PM
PING RECV: 7/20/2023, 9:47:12 PM
7/20/2023, 9:47:22 PM
PING RECV: 7/20/2023, 9:48:16 PM
7/20/2023, 9:49:22 PM
7/20/2023, 9:51:22 PM
PING RECV: 7/20/2023, 9:52:12 PM
PING RECV: 7/20/2023, 9:53:16 PM
7/20/2023, 9:53:22 PM
7/20/2023, 9:55:22 PM
PING RECV: 7/20/2023, 9:57:12 PM
7/20/2023, 9:57:22 PM
PING RECV: 7/20/2023, 9:58:16 PM
7/20/2023, 9:59:22 PM
7/20/2023, 10:01:22 PM
PING RECV: 7/20/2023, 10:02:12 PM
PING RECV: 7/20/2023, 10:03:16 PM
7/20/2023, 10:03:22 PM
7/20/2023, 10:05:22 PM
PING RECV: 7/20/2023, 10:07:12 PM
7/20/2023, 10:07:22 PM
PING RECV: 7/20/2023, 10:08:16 PM
7/20/2023, 10:09:22 PM
7/20/2023, 10:11:22 PM
PING RECV: 7/20/2023, 10:12:12 PM
PING RECV: 7/20/2023, 10:13:16 PM
7/20/2023, 10:13:22 PM
7/20/2023, 10:15:22 PM
PING RECV: 7/20/2023, 10:17:12 PM
7/20/2023, 10:17:22 PM
PING RECV: 7/20/2023, 10:18:16 PM
7/20/2023, 10:19:22 PM
7/20/2023, 10:21:22 PM
PING RECV: 7/20/2023, 10:22:12 PM
PING RECV: 7/20/2023, 10:23:16 PM
7/20/2023, 10:23:22 PM
7/20/2023, 10:25:22 PM
PING RECV: 7/20/2023, 10:27:12 PM
7/20/2023, 10:27:22 PM
PING RECV: 7/20/2023, 10:28:16 PM
7/20/2023, 10:29:22 PM
7/20/2023, 10:31:22 PM
PING RECV: 7/20/2023, 10:32:12 PM
PING RECV: 7/20/2023, 10:33:16 PM
7/20/2023, 10:33:22 PM
7/20/2023, 10:35:22 PM
PING RECV: 7/20/2023, 10:37:12 PM
7/20/2023, 10:37:22 PM
PING RECV: 7/20/2023, 10:38:16 PM
7/20/2023, 10:39:22 PM
7/20/2023, 10:41:22 PM
PING RECV: 7/20/2023, 10:42:12 PM
PING RECV: 7/20/2023, 10:43:16 PM
7/20/2023, 10:43:22 PM
7/20/2023, 10:45:22 PM
PING RECV: 7/20/2023, 10:47:12 PM
7/20/2023, 10:47:22 PM
PING RECV: 7/20/2023, 10:48:16 PM
7/20/2023, 10:49:22 PM
7/20/2023, 10:51:22 PM
PING RECV: 7/20/2023, 10:52:12 PM
PING RECV: 7/20/2023, 10:53:16 PM
7/20/2023, 10:53:22 PM
7/20/2023, 10:55:22 PM
PING RECV: 7/20/2023, 10:57:12 PM
7/20/2023, 10:57:23 PM
PING RECV: 7/20/2023, 10:58:16 PM
7/20/2023, 10:59:23 PM
7/20/2023, 11:01:23 PM
PING RECV: 7/20/2023, 11:02:12 PM
PING RECV: 7/20/2023, 11:03:16 PM
7/20/2023, 11:03:23 PM
7/20/2023, 11:05:23 PM
PING RECV: 7/20/2023, 11:07:12 PM
7/20/2023, 11:07:23 PM
PING RECV: 7/20/2023, 11:08:16 PM
7/20/2023, 11:09:23 PM
7/20/2023, 11:11:23 PM
PING RECV: 7/20/2023, 11:12:12 PM
PING RECV: 7/20/2023, 11:13:16 PM
7/20/2023, 11:13:23 PM
7/20/2023, 11:15:23 PM
PING RECV: 7/20/2023, 11:17:12 PM
7/20/2023, 11:17:23 PM
PING RECV: 7/20/2023, 11:18:16 PM
7/20/2023, 11:19:23 PM
7/20/2023, 11:21:23 PM
PING RECV: 7/20/2023, 11:22:13 PM
PING RECV: 7/20/2023, 11:23:16 PM
7/20/2023, 11:23:23 PM
7/20/2023, 11:25:23 PM
PING RECV: 7/20/2023, 11:27:12 PM
7/20/2023, 11:27:23 PM
PING RECV: 7/20/2023, 11:28:16 PM
7/20/2023, 11:29:23 PM
7/20/2023, 11:31:23 PM
PING RECV: 7/20/2023, 11:32:12 PM
PING RECV: 7/20/2023, 11:33:16 PM
7/20/2023, 11:33:23 PM
7/20/2023, 11:35:23 PM
PING RECV: 7/20/2023, 11:37:12 PM
7/20/2023, 11:37:23 PM
PING RECV: 7/20/2023, 11:38:16 PM
7/20/2023, 11:39:23 PM
7/20/2023, 11:41:23 PM
PING RECV: 7/20/2023, 11:42:12 PM
PING RECV: 7/20/2023, 11:43:16 PM
7/20/2023, 11:43:23 PM
7/20/2023, 11:45:23 PM
PING RECV: 7/20/2023, 11:47:12 PM
7/20/2023, 11:47:23 PM
PING RECV: 7/20/2023, 11:48:16 PM
7/20/2023, 11:49:23 PM
7/20/2023, 11:51:23 PM
PING RECV: 7/20/2023, 11:52:12 PM
PING RECV: 7/20/2023, 11:53:16 PM
7/20/2023, 11:55:00 PM
7/20/2023, 11:57:00 PM
PING RECV: 7/20/2023, 11:57:12 PM
PING RECV: 7/20/2023, 11:58:16 PM
7/20/2023, 11:59:00 PM
7/21/2023, 12:01:00 AM
PING RECV: 7/21/2023, 12:02:12 AM
7/21/2023, 12:03:00 AM
PING RECV: 7/21/2023, 12:03:16 AM
7/21/2023, 12:05:00 AM
7/21/2023, 12:07:00 AM
PING RECV: 7/21/2023, 12:07:12 AM
PING RECV: 7/21/2023, 12:08:16 AM
7/21/2023, 12:09:00 AM
7/21/2023, 12:11:00 AM
PING RECV: 7/21/2023, 12:12:12 AM
7/21/2023, 12:13:00 AM
PING RECV: 7/21/2023, 12:13:16 AM
7/21/2023, 12:15:00 AM
7/21/2023, 12:17:00 AM
PING RECV: 7/21/2023, 12:17:12 AM
PING RECV: 7/21/2023, 12:18:16 AM
7/21/2023, 12:19:00 AM
7/21/2023, 12:21:00 AM
PING RECV: 7/21/2023, 12:22:12 AM
7/21/2023, 12:23:00 AM
PING RECV: 7/21/2023, 12:23:16 AM
7/21/2023, 12:25:00 AM
7/21/2023, 12:27:00 AM
PING RECV: 7/21/2023, 12:27:12 AM
PING RECV: 7/21/2023, 12:28:16 AM
7/21/2023, 12:29:00 AM
7/21/2023, 12:31:00 AM
PING RECV: 7/21/2023, 12:32:12 AM
7/21/2023, 12:33:00 AM
PING RECV: 7/21/2023, 12:33:16 AM
7/21/2023, 12:35:00 AM
7/21/2023, 12:37:00 AM
PING RECV: 7/21/2023, 12:37:12 AM
PING RECV: 7/21/2023, 12:38:16 AM
7/21/2023, 12:39:00 AM
7/21/2023, 12:41:00 AM
PING RECV: 7/21/2023, 12:42:12 AM
7/21/2023, 12:43:00 AM
PING RECV: 7/21/2023, 12:43:16 AM
7/21/2023, 12:45:00 AM
7/21/2023, 12:47:00 AM
PING RECV: 7/21/2023, 12:47:12 AM
PING RECV: 7/21/2023, 12:48:16 AM
7/21/2023, 12:49:00 AM
7/21/2023, 12:51:00 AM
PING RECV: 7/21/2023, 12:52:12 AM
7/21/2023, 12:53:00 AM
PING RECV: 7/21/2023, 12:53:16 AM
7/21/2023, 12:55:00 AM
7/21/2023, 12:57:00 AM
PING RECV: 7/21/2023, 12:57:12 AM
PING RECV: 7/21/2023, 12:58:16 AM
7/21/2023, 12:59:01 AM
7/21/2023, 1:01:01 AM
PING RECV: 7/21/2023, 1:02:12 AM
7/21/2023, 1:03:01 AM
PING RECV: 7/21/2023, 1:03:16 AM
7/21/2023, 1:05:01 AM
7/21/2023, 1:07:01 AM
PING RECV: 7/21/2023, 1:07:12 AM
PING RECV: 7/21/2023, 1:08:16 AM
7/21/2023, 1:09:01 AM
7/21/2023, 1:11:01 AM
PING RECV: 7/21/2023, 1:12:12 AM
7/21/2023, 1:13:01 AM
PING RECV: 7/21/2023, 1:13:16 AM
7/21/2023, 1:15:01 AM
7/21/2023, 1:17:01 AM
PING RECV: 7/21/2023, 1:17:12 AM
PING RECV: 7/21/2023, 1:18:16 AM
7/21/2023, 1:19:01 AM
7/21/2023, 1:21:01 AM
PING RECV: 7/21/2023, 1:22:12 AM
7/21/2023, 1:23:01 AM
PING RECV: 7/21/2023, 1:23:16 AM
7/21/2023, 1:25:01 AM
7/21/2023, 1:27:01 AM
PING RECV: 7/21/2023, 1:27:12 AM
PING RECV: 7/21/2023, 1:28:16 AM
7/21/2023, 1:29:01 AM
7/21/2023, 1:31:01 AM
PING RECV: 7/21/2023, 1:32:12 AM
7/21/2023, 1:33:01 AM
PING RECV: 7/21/2023, 1:34:05 AM
7/21/2023, 1:35:01 AM
7/21/2023, 1:37:01 AM
PING RECV: 7/21/2023, 1:37:12 AM
PING RECV: 7/21/2023, 1:38:16 AM
7/21/2023, 1:39:01 AM
7/21/2023, 1:41:01 AM
PING RECV: 7/21/2023, 1:42:12 AM
7/21/2023, 1:43:01 AM
PING RECV: 7/21/2023, 1:43:16 AM
7/21/2023, 1:45:01 AM
7/21/2023, 1:47:01 AM
PING RECV: 7/21/2023, 1:47:12 AM
PING RECV: 7/21/2023, 1:48:16 AM
7/21/2023, 1:49:01 AM
7/21/2023, 1:51:01 AM
PING RECV: 7/21/2023, 1:52:12 AM
7/21/2023, 1:53:01 AM
PING RECV: 7/21/2023, 1:53:16 AM
7/21/2023, 1:55:01 AM
7/21/2023, 1:57:01 AM
PING RECV: 7/21/2023, 1:57:12 AM
PING RECV: 7/21/2023, 1:58:16 AM
7/21/2023, 1:59:01 AM
7/21/2023, 2:01:01 AM
PING RECV: 7/21/2023, 2:02:12 AM
7/21/2023, 2:03:01 AM
PING RECV: 7/21/2023, 2:03:16 AM
7/21/2023, 2:05:01 AM
7/21/2023, 2:07:01 AM
PING RECV: 7/21/2023, 2:07:12 AM
PING RECV: 7/21/2023, 2:08:16 AM
7/21/2023, 2:09:01 AM
7/21/2023, 2:11:01 AM
PING RECV: 7/21/2023, 2:12:12 AM
7/21/2023, 2:13:02 AM
PING RECV: 7/21/2023, 2:13:16 AM
7/21/2023, 2:15:02 AM
7/21/2023, 2:17:02 AM
PING RECV: 7/21/2023, 2:17:12 AM
PING RECV: 7/21/2023, 2:18:16 AM
7/21/2023, 2:19:02 AM
7/21/2023, 2:21:02 AM
PING RECV: 7/21/2023, 2:22:12 AM
7/21/2023, 2:23:02 AM
PING RECV: 7/21/2023, 2:23:17 AM
7/21/2023, 2:25:02 AM
7/21/2023, 2:27:02 AM
PING RECV: 7/21/2023, 2:27:12 AM
PING RECV: 7/21/2023, 2:28:16 AM
7/21/2023, 2:29:02 AM
7/21/2023, 2:31:02 AM
PING RECV: 7/21/2023, 2:32:12 AM
7/21/2023, 2:33:02 AM
PING RECV: 7/21/2023, 2:33:16 AM
7/21/2023, 2:35:02 AM
7/21/2023, 2:37:02 AM
PING RECV: 7/21/2023, 2:37:12 AM
PING RECV: 7/21/2023, 2:38:16 AM
7/21/2023, 2:39:02 AM
7/21/2023, 2:41:02 AM
PING RECV: 7/21/2023, 2:42:12 AM
7/21/2023, 2:43:02 AM
PING RECV: 7/21/2023, 2:43:16 AM
7/21/2023, 2:45:02 AM
7/21/2023, 2:47:02 AM
PING RECV: 7/21/2023, 2:47:12 AM
PING RECV: 7/21/2023, 2:48:16 AM
7/21/2023, 2:49:02 AM
7/21/2023, 2:51:02 AM
PING RECV: 7/21/2023, 2:52:12 AM
7/21/2023, 2:53:02 AM
PING RECV: 7/21/2023, 2:53:16 AM
7/21/2023, 2:55:02 AM
7/21/2023, 2:57:02 AM
PING RECV: 7/21/2023, 2:57:12 AM
PING RECV: 7/21/2023, 2:58:16 AM
7/21/2023, 2:59:02 AM
7/21/2023, 3:01:02 AM
PING RECV: 7/21/2023, 3:02:12 AM
7/21/2023, 3:03:02 AM
PING RECV: 7/21/2023, 3:03:16 AM
7/21/2023, 3:05:02 AM
7/21/2023, 3:07:02 AM
PING RECV: 7/21/2023, 3:07:12 AM
PING RECV: 7/21/2023, 3:08:16 AM
7/21/2023, 3:09:02 AM
7/21/2023, 3:11:02 AM
PING RECV: 7/21/2023, 3:12:12 AM
7/21/2023, 3:13:02 AM
PING RECV: 7/21/2023, 3:13:16 AM
7/21/2023, 3:15:02 AM
7/21/2023, 3:17:02 AM
PING RECV: 7/21/2023, 3:17:12 AM
PING RECV: 7/21/2023, 3:18:16 AM
7/21/2023, 3:19:02 AM
7/21/2023, 3:21:02 AM
PING RECV: 7/21/2023, 3:22:12 AM
7/21/2023, 3:23:02 AM
PING RECV: 7/21/2023, 3:23:16 AM
7/21/2023, 3:25:03 AM
7/21/2023, 3:27:03 AM
PING RECV: 7/21/2023, 3:27:12 AM
PING RECV: 7/21/2023, 3:28:16 AM
7/21/2023, 3:29:03 AM
7/21/2023, 3:31:03 AM
PING RECV: 7/21/2023, 3:32:12 AM
7/21/2023, 3:33:03 AM
PING RECV: 7/21/2023, 3:33:16 AM
7/21/2023, 3:35:03 AM
PING RECV: 7/21/2023, 3:35:53 AM
PING RECV: 7/21/2023, 3:35:55 AM
PING RECV: 7/21/2023, 3:35:57 AM
PING RECV: 7/21/2023, 3:35:59 AM
PING RECV: 7/21/2023, 3:36:00 AM
7/21/2023, 3:37:03 AM
PING RECV: 7/21/2023, 3:37:12 AM
PING RECV: 7/21/2023, 3:38:16 AM
7/21/2023, 3:39:03 AM
7/21/2023, 3:41:03 AM
PING RECV: 7/21/2023, 3:42:12 AM
